인허가관할기관,업소명,업종,업소주소
인천광역시 서구,씨제이프레시웨이(주)베어즈베스트스타트하우스,일반음식점,"인천광역시 서구 청라대로316번길 45(인천청라지구테마파크형골프장스타트하우스동 1층 경서동, 836-90외1필지  인천청라지구테마파크형골프장스타트하우스1층)"
인천광역시 서구,씨제이프레시웨이(주)베어즈베스트클럽하우스,일반음식점,"인천광역시 서구 청라대로316번길 45(인천청라지구테마파크형골프장클럽하우스동 1층 경서동, 836-90외1필지 인천청라지구테마파크형골프장클럽하우스1층)"
인천광역시 서구,씨제이프레시웨이(주)베어즈베스트티하우스1,일반음식점,"인천광역시 서구 청라대로316번길 45(인천청라지구테마파크형티하우스1동 1층 경서동, 836-90외1필지 인천청라지구테마파크형티하우스11층)"
인천광역시 서구,씨제이프레시웨이(주)베어즈베스트티하우스2,일반음식점,"인천광역시 서구 청라대로316번길 45(인천청라지구테마파크형골프장티하우스2동 1층 경서동, 836-90외1필지 인천청라지구테마파크형골프장티하우스21층)"
인천광역시 남동구,씨지브이 인천14,일반음식점,인천광역시 남동구 예술로 198(401일부호 구월동)
인천광역시 계양구,씨지브이계양1,일반음식점,"인천광역시 계양구 장제로 738(8층 작전동, 메카브)"
인천광역시 계양구,씨지브이계양2,일반음식점,"인천광역시 계양구 장제로 738(10층 작전동, 메카브)"
인천광역시 남동구,씨지브이인천14 6층매점,일반음식점,인천광역시 남동구 예술로 198(CGV 홈플러스 6층 일부호 구월동)
인천광역시 연수구,씨케이(CK)뉴욕바닷가재,일반음식점,"인천광역시 연수구 청능대로53번길 12(청학동, 지상1층)"
인천광역시 계양구,씨탑 패밀리 레스토랑,일반음식점,인천광역시 계양구 아나지로 466(2층 서운동)
인천광역시 강화군,씨테라스(SEATERRACE),일반음식점,인천광역시 강화군 길상면 해안남로620번길 6-1
인천광역시 연수구,씨푸드,일반음식점,"인천광역시 연수구 해돋이로 107(송도동, 더퍼스트월드 G동 14호,15호지상1층)"
인천광역시 계양구,씨푸드,일반음식점,인천광역시 계양구 당미1길 20(성석빌딩 1층 일부호 동양동)
인천광역시 부평구,씩씩한 왕만두,일반음식점,인천광역시 부평구 열우물로 29(1층 101호 십정동)
인천광역시 남동구,씽씽,일반음식점,인천광역시 남동구 문화서로28번길 1(지하1층 일부호 구월동)
인천광역시 남동구,씽씽커피호프,일반음식점,인천광역시 남동구 백범로157번길 31(2층 202호일부호 만수동)
인천광역시 남동구,씽씽포차,일반음식점,인천광역시 남동구 호구포로790번길 37(1층 구월동)
인천광역시 계양구,"아,그집",일반음식점,인천광역시 계양구 오조산로7번길 4(성우프라자 2층 202호 작전동)
인천광역시 옹진군,아가페 식당,일반음식점,인천광역시 옹진군 대청면 대청로 214(1층)
인천광역시 남동구,"아공(Agong),프랑킨바베큐치킨 구월점",일반음식점,인천광역시 남동구 인하로507번길 42(4층 구월동)
인천광역시 동구,아구군 갈비양,일반음식점,인천광역시 동구 샛골로 117-1(송림동)
인천광역시 계양구,아구나라,일반음식점,인천광역시 계양구 계산시장길 21(1층 일부호 계산동)
인천광역시 강화군,아구네뽈테기,일반음식점,인천광역시 강화군 선원면 중앙로 260(1층)
인천광역시 서구,아구대통령,일반음식점,인천광역시 서구 탁옥로 14(상원빌딩 106호 심곡동)
인천광역시 부평구,아구듬뿍 알곤마니 부평점,일반음식점,인천광역시 부평구 장제로221번길 34(1층 부평동)
인천광역시 서구,아구듬뿍 앤 알곤마니 검단신도시점,일반음식점,인천광역시 서구 바리미로 17(로데오스퀘어 202호 원당동)
인천광역시 부평구,아구랑쭈꾸미,일반음식점,인천광역시 부평구 동수로 164(부개동)
인천광역시 강화군,아구명가,일반음식점,"인천광역시 강화군 강화읍 동문안길20번길 9(1,2층)"
인천광역시 부평구,아구세상 부평점,일반음식점,인천광역시 부평구 길주남로 40(1층 부평동)
인천광역시 연수구,아구아구찜,일반음식점,인천광역시 연수구 하모니로 158(송도타임스페이스 지상2층 D-213호 송도동)
인천광역시 옹진군,아구와콩나물,일반음식점,인천광역시 옹진군 백령면 백령로 267(가동 1층)
인천광역시 서구,아구왕코다리찜,일반음식점,인천광역시 서구 검단로768번1길 16(1층 일부호 불로동)
인천광역시 서구,아구의 품격(검단아라점),일반음식점,"인천광역시 서구 이음5로 39(2동 102호 원당동, 우미린 더 시그니처)"
인천광역시 동구,아구찜마을,일반음식점,인천광역시 동구 석수로 8(화수동)
인천광역시 계양구,아구찜뽈찜,일반음식점,"인천광역시 계양구 임학동로 43(임학동, 1층 일부)"
인천광역시 서구,아귀,일반음식점,인천광역시 서구 장고개로 265(102호 가좌동)
인천광역시 서구,아귀찜이랑 탕이랑,일반음식점,인천광역시 서구 강남로7번길 10-2(석남동)
인천광역시 남동구,아그란스,일반음식점,인천광역시 남동구 논고개로 152-9(1층 전부호 논현동)
인천광역시 남동구,아기 자기,일반음식점,인천광역시 남동구 용천로 140(A동 1층 103호 간석동)
인천광역시 남동구,아기맘마,일반음식점,인천광역시 남동구 논고개로 80(나로프라자 304호 논현동)
인천광역시 남동구,아꼼숯불구이,일반음식점,"인천광역시 남동구 함박뫼로 438-10(논현동,1층전부)"
인천광역시 부평구,아낌없는족발(부평직영점),일반음식점,인천광역시 부평구 부평대로 153(부평구청역대명벨리온 142호 부평동)
인천광역시 중구,아날로그,일반음식점,"인천광역시 중구 제물량로166번길 17(신포동, 1층,2층)"
인천광역시 남동구,아날로그(Analog),일반음식점,인천광역시 남동구 남동대로691번길 13(1층 구월동)
인천광역시 부평구,아날로그7,일반음식점,인천광역시 부평구 경원대로1377번길 8(1층 부평동)
인천광역시 부평구,아날로그카페&키친,일반음식점,인천광역시 부평구 마장로 255-1(1층 산곡동)
인천광역시 서구,아날로그클래식,일반음식점,인천광역시 서구 담지로22번길 11-2(1층 연희동)
인천광역시 중구,아네모오네,일반음식점,인천광역시 중구 신포로35번길 10-1(1~2층 송학동3가)
인천광역시 남동구,아늑호텔 인천구월점 다이닝,일반음식점,인천광역시 남동구 예술로204번길 15(아늑호텔 인천구월점 2층 일부호 구월동)
인천광역시 중구,아는맛,일반음식점,인천광역시 중구 하늘별빛로65번길 19(2층 202호 중산동)
인천광역시 미추홀구,아는족발,일반음식점,인천광역시 미추홀구 매소홀로 73-17(1층 용현동)
인천광역시 부평구,아는집,일반음식점,인천광역시 부평구 부흥로304번길 16(1층 104호 부평동)
인천광역시 부평구,아담만두 갈산점,일반음식점,인천광역시 부평구 주부토로 231(갈산홈프라자 1층 112호 갈산동)
인천광역시 중구,아담만두 인천공항 T2점,일반음식점,인천광역시 중구 제2터미널대로 446(인천국제공항제2여객터미널 면세구역 3층 운서동)
인천광역시 연수구,아담만두 인천연수점,일반음식점,인천광역시 연수구 벚꽃로 114(브랫슬 지상1층 109호 연수동)
인천광역시 서구,아담하다 인천점,일반음식점,인천광역시 서구 염곡로498번안길 5-20(1층 일부호 가정동)
인천광역시 연수구,아들 식당,일반음식점,인천광역시 연수구 하모니로138번길 11(송도캐슬센트럴파크 101동 103호 송도동)
인천광역시 서구,아들네 족발,일반음식점,"인천광역시 서구 검단로 814-2(견우프라자 103호,102호일부호 불로동)"
인천광역시 미추홀구,아들포차,일반음식점,인천광역시 미추홀구 숙골로 93(로데오플라자 1층 104호 도화동)
인천광역시 남동구,아따멍멍,일반음식점,인천광역시 남동구 선수촌공원로23번길 6-17(메이채프라자 5층 501호 일부호 구월동)
인천광역시 남동구,아떡,일반음식점,"인천광역시 남동구 구월로115번길 51(간석동,양지말6길 22 1층)"
인천광역시 미추홀구,아또포차,일반음식점,"인천광역시 미추홀구 인하로 274-38(2동 1층 6호 주안동, 남부종합상가)"
인천광역시 연수구,아뜨레,일반음식점,인천광역시 연수구 앵고개로87번길 45(지하1층 동춘동)
인천광역시 연수구,아뜨레,일반음식점,인천광역시 연수구 앵고개로87번길 45(1층 동춘동)
인천광역시 계양구,아뜰리에,일반음식점,인천광역시 계양구 계양산로182번길 3-7(지하1층 임학동)
인천광역시 연수구,아띠오 아 나폴리 핏제리아,일반음식점,"인천광역시 연수구 컨벤시아대로 69(113,114호 송도동, 송도밀레니엄)"
인천광역시 강화군,아띠하우스,일반음식점,인천광역시 강화군 양사면 덕하로 93-20
인천광역시 부평구,아라,일반음식점,인천광역시 부평구 부평대로20번길 21(1층 일부호 부평동)
인천광역시 서구,아라,일반음식점,인천광역시 서구 원적로105번길 24(지하1층 일부호 가좌동)
인천광역시 옹진군,아라,일반음식점,인천광역시 옹진군 자월면 대이작로42번길 117
인천광역시 서구,아라 마라탕,일반음식점,"인천광역시 서구 서로3로 50(근린생활시설2동 B218호 당하동, 검단신도시 모아미래도 엘리트파크)"
인천광역시 서구,아라 모노베니체,일반음식점,인천광역시 서구 원당대로 1045(금호헤리티지7 7층 705호 원당동)
인천광역시 서구,아라 킹 족발,일반음식점,"인천광역시 서구 서로3로 277(근린생활시설동 B-206호 원당동, 검단신도시 로제비앙 라포레)"
인천광역시 중구,아라 한식,일반음식점,인천광역시 중구 마시란로 215(1층 덕교동)
인천광역시 미추홀구,아라김밥,일반음식점,"인천광역시 미추홀구 염전로 330(115호 주안동, 주안J타워1차지식산업센터)"
인천광역시 강화군,아라까페,일반음식점,인천광역시 강화군 내가면 해안서로 957
인천광역시 부평구,아라네 김치찜,일반음식점,"인천광역시 부평구 원적로 471(부평동,1층)"
인천광역시 미추홀구,아라네 본사직영점,일반음식점,인천광역시 미추홀구 소성로 156(1층 학익동)
인천광역시 중구,아라담,일반음식점,인천광역시 중구 은하수로 1(오션뷰 1층 111호 중산동)
인천광역시 중구,아라담 2호,일반음식점,"인천광역시 중구 은하수로 1(오션뷰 1층 111,116호 중산동)"
인천광역시 중구,아라담 신관,일반음식점,"인천광역시 중구 은하수로 1(오션뷰 1층 112,115,117호 중산동)"
인천광역시 서구,아라동 회센터,일반음식점,"인천광역시 서구 이음1로 136(108호 당하동, 검단신도시 예미지더시그너스)"
인천광역시 서구,아라동(DON),일반음식점,인천광역시 서구 바리미로5번길 12(다승프라자Ⅱ 112호 원당동)
인천광역시 서구,아라들깨삼계탕,일반음식점,인천광역시 서구 완정로10번길 16(2층 일부호 마전동)
인천광역시 강화군,아라미르,일반음식점,인천광역시 강화군 삼산면 삼산북로 330(1층)
인천광역시 연수구,아라반점,일반음식점,인천광역시 연수구 청명로3번길 8-6(1층 청학동)
인천광역시 중구,아라베스크,일반음식점,인천광역시 중구 우현로 80(피자헛 2층 인현동)
인천광역시 연수구,아라베스크 송도점,일반음식점,인천광역시 연수구 능허대로267번길 30(1층 동춘동)
인천광역시 미추홀구,아라분식,일반음식점,"인천광역시 미추홀구 경인로 372(201동 1층 1066호 주안동, 포레나 미추홀)"
인천광역시 미추홀구,아라서구워먹는가게,일반음식점,인천광역시 미추홀구 수봉안길13번길 37-4(숭의동)
